1,STATE,STATE ABBREVIATION,DISTRICT,FEC ID#,INCUMBENT INDICATOR (I),CANDIDATE NAME (First),CANDIDATE NAME (Last),CANDIDATE NAME (Last; First),TOTAL VOTES,PARTY,PRIMARY,PRIMARY %,RUNOFF,RUNOFF %,GENERAL ,GENERAL %,"COMBINED GE PARTY TOTALS (CT, NY, SC)","COMBINED % (CT, NY, SC)"
1495,Illinois,IL,2,n/a,,,,,Party Votes:,GRE,214,,,,,,,
1496,Illinois,IL,2,n/a,,,,,District Votes:,,86808,,,,187113,,,
1497,Illinois,IL,,n/a,,,,,,,,,,,,,,
1498,Illinois,IL,3,H4IL03077,(I),Daniel William,Lipinski,Lipinski; Daniel William,,DEM,57684,77.89%,,,116120,69.69%,,
1499,Illinois,IL,3,H0IL03067,,Jorge,Mujica,Mujica; Jorge,,DEM,16372,22.11%,,,,,,
1500,Illinois,IL,3,n/a,,,,,Party Votes:,DEM,74056,,,,,,,
1501,Illinois,IL,3,H0IL03075,,Michael A.,Bendas,Bendas; Michael A.,,REP,18520,100.00%,,,40479,24.29%,,
1502,Illinois,IL,3,n/a,,,,,Party Votes:,REP,18520,,,,,,,
1503,Illinois,IL,3,H0IL03083,,Laurel Lambert,Schmidt,Schmidt; Laurel Lambert,,GRE,286,100.00%,,,10028,6.02%,,
1504,Illinois,IL,3,n/a,,,,,Party Votes:,GRE,286,,,,,,,
1505,Illinois,IL,3,n/a,,,,,District Votes:,,92862,,,,166627,,,
1506,Illinois,IL,,n/a,,,,,,,,,,,,,,
1507,Illinois,IL,4,H2IL08039,(I),Luis V.,Gutierrez,Gutierrez; Luis V.,,DEM,34000,100.00%,,,63273,77.36%,,
1508,Illinois,IL,4,n/a,,,,,Party Votes:,DEM,34000,,,,,,,
1509,Illinois,IL,4,H0IL05112,,Israel,Vasquez,Vasquez; Israel,,REP,n/a,,,,11711,14.32%,,
1510,Illinois,IL,4,H0IL04065,,Robert J.,Burns,Burns; Robert J.,,GRE,319,100.00%,,,6808,8.32%,,
1511,Illinois,IL,4,n/a,,,,,Party Votes:,GRE,319,,,,,,,
1512,Illinois,IL,4,n/a,,,,,District Votes:,,34319,,,,81792,,,
1513,Illinois,IL,,n/a,,,,,,,,,,,,,,
1514,Illinois,IL,5,H0IL05096,(I),Mike,Quigley,Quigley; Mike,,DEM,56667,100.00%,,,108360,70.62%,,
1515,Illinois,IL,5,n/a,,,,,Party Votes:,DEM,56667,,,,,,,
1516,Illinois,IL,5,H0IL05328,,David,Ratowitz,Ratowitz; David,,REP,5689,39.64%,,,38935,25.38%,,
1517,Illinois,IL,5,H0IL05260,,Rosanna,Pulido,Pulido; Rosanna,,REP,4722,32.90%,,,,,,
1518,Illinois,IL,5,H0IL05310,,Ashvin,Lad,Lad; Ashvin,,REP,3942,27.46%,,,,,,
1519,Illinois,IL,5,n/a,,,,,Party Votes:,REP,14353,,,,,,,
1520,Illinois,IL,5,H8IL05099,,Matthew,Reichel,Reichel; Matthew,,GRE,193,46.17%,,,6140,4.00%,,
1521,Illinois,IL,5,H0IL05344,,Andrew,Williams,Williams; Andrew,,GRE,137,32.78%,,,,,,
1522,Illinois,IL,5,H0IL05336,,Terrence A.,Gilhooly,Gilhooly; Terrence A.,,GRE,88,21.05%,,,,,,
1523,Illinois,IL,5,n/a,,,,,Party Votes:,GRE,418,,,,,,,
1524,Illinois,IL,5,n/a,,,,,District Votes:,,71438,,,,153435,,,
1525,Illinois,IL,,n/a,,,,,,,,,,,,,,
1526,Illinois,IL,6,H6IL06117,(I),Peter J.,Roskam,Roskam; Peter J.,,REP,53081,100.00%,,,114456,63.65%,,
1527,Illinois,IL,6,n/a,,,,,Party Votes:,REP,53081,,,,,,,
1528,Illinois,IL,6,H0IL06045,,Benjamin S.,Lowe,Lowe; Benjamin S.,,DEM,23542,100.00%,,,65379,36.35%,,
1529,Illinois,IL,6,n/a,,,,,Party Votes:,DEM,23542,,,,,,,
1530,Illinois,IL,6,n/a,,,,,District Votes:,,76623,,,,179835,,,
1531,Illinois,IL,,n/a,,,,,,,,,,,,,,
1532,Illinois,IL,7,H4IL07037,(I),Danny K.,Davis,Davis; Danny K.,,DEM,52728,66.77%,,,149846,81.50%,,
1533,Illinois,IL,7,H0IL07118,,Sharon Denise,Dixon,Dixon; Sharon Denise,,DEM,10851,13.74%,,,,,,
1534,Illinois,IL,7,H0IL07092,,Darlena,Williams-Burnett,Williams-Burnett; Darlena,,DEM,10173,12.88%,,,,,,
1535,Illinois,IL,7,H6IL07263,,Jim,Ascot,Ascot; Jim,,DEM,5221,6.61%,,,,,,
1536,Illinois,IL,7,n/a,,,,,Party Votes:,DEM,78973,,,,,,,
1537,Illinois,IL,7,H0IL07126,,Mark M.,Weiman,Weiman; Mark M.,,REP,8365,100.00%,,,29575,16.09%,,
1538,Illinois,IL,7,n/a,,,,,Party Votes:,REP,8365,,,,,,,
1539,Illinois,IL,7,H2IL07023,,Clarence Desmond,Clemons,Clemons; Clarence Desmond,,IND,,,,,4428,2.41%,,
1540,Illinois,IL,7,H0IL07134,,Kip ,Robbins,Robbins; Kip ,,GRE,226,100.00%,,,,,,
1541,Illinois,IL,7,n/a,,,,,Party Votes:,GRE,226,,,,,,,
1542,Illinois,IL,7,n/a,,,,,District Votes:,,87564,,,,183849,,,
1543,Illinois,IL,,n/a,,,,,,,,,,,,,,
1544,Illinois,IL,8,H0IL08090,,Joe ,Walsh,Walsh; Joe ,,REP,16162,34.16%,,,98115,48.47%,,
1545,Illinois,IL,8,H0IL08082,,Dirk W.,Beveridge,Beveridge; Dirk W.,,REP,11708,24.75%,,,,,,
1546,Illinois,IL,8,H0IL08066,,Maria,Rodriguez,Rodriguez; Maria,,REP,9803,20.72%,,,,,,
1547,Illinois,IL,8,H0IL08074,,Christopher,Geissler,Geissler; Christopher,,REP,4267,9.02%,,,,,,
1548,Illinois,IL,8,H0IL08116,,John,Dawson,Dawson; John,,REP,3921,8.29%,,,,,,
1549,Illinois,IL,8,H0IL08124,,Gregory S.,Jacobs,Jacobs; Gregory S.,,REP,1445,3.05%,,,,,,
1550,Illinois,IL,8,n/a,,,,,Party Votes:,REP,47306,,,,,,,
1551,Illinois,IL,8,H2IL08088,(I),Melissa,Bean,Bean; Melissa,,DEM,25000,99.90%,,,97825,48.32%,,
1552,Illinois,IL,8,H0IL08132,,Jonathan,Farnick,Farnick; Jonathan,,W(DEM),25,0.10%,,,,,,
1553,Illinois,IL,8,n/a,,,,,Party Votes:,DEM,25025,,,,,,,
1554,Illinois,IL,8,H4IL08092,,Bill,Scheurer,Scheurer; Bill,,GRE,207,100.00%,,,6495,3.21%,,
1555,Illinois,IL,8,n/a,,,,,Party Votes:,GRE,207,,,,,,,
1556,Illinois,IL,8,n/a,,,,,District Votes:,,72538,,,,202435,,,
1557,Illinois,IL,,n/a,,,,,,,,,,,,,,
1558,Illinois,IL,9,H8IL09067,(I),Janice D.,Schakowsky,Schakowsky; Janice D.,,DEM,62763,100.00%,,,117553,66.34%,,
1559,Illinois,IL,9,n/a,,,,,Party Votes:,DEM,62763,,,,,,,
1560,Illinois,IL,9,H0IL09064,,Joel Barry,Pollak,Pollak; Joel Barry,,REP,13566,100.00%,,,55182,31.14%,,
1561,Illinois,IL,9,n/a,,,,,Party Votes:,REP,13566,,,,,,,
1562,Illinois,IL,9,H0IL05286,,Simon,Ribeiro,Ribeiro; Simon,,GRE,191,56.51%,,,4472,2.52%,,
1563,Illinois,IL,9,H8IL09166,,"Morris ""Moe""",Shanfield,"Shanfield; Morris ""Moe""",,GRE,147,43.49%,,,,,,
1564,Illinois,IL,9,n/a,,,,,Party Votes:,GRE,338,,,,,,,
1565,Illinois,IL,9,n/a,,,,,District Votes:,,76667,,,,177207,,,
1566,Illinois,IL,,n/a,,,,,,,,,,,,,,
1567,Illinois,IL,10,H0IL10302,,Robert,Dold,Dold; Robert,,REP,19691,38.03%,,,109941,51.08%,,
1568,Illinois,IL,10,H0IL10294,,Elizabeth,Coulson,Coulson; Elizabeth,,REP,16149,31.19%,,,,,,
1569,Illinois,IL,10,H0IL10260,,Dick,Green,Green; Dick,,REP,7595,14.67%,,,,,,
1570,Illinois,IL,10,H0IL10336,,Arie,Friedman,Friedman; Arie,,REP,7260,14.02%,,,,,,
1571,Illinois,IL,10,H0IL10310,,Paul,Hamann,Hamann; Paul,,REP,1078,2.08%,,,,,,
1572,Illinois,IL,10,n/a,,,,,Party Votes:,REP,51773,,,,,,,
1573,Illinois,IL,10,H6IL10119,,Daniel J.,Seals,Seals; Daniel J.,,DEM,25490,48.22%,,,105290,48.92%,,
1574,Illinois,IL,10,H0IL10278,,Julie,Hamos,Hamos; Julie,,DEM,24531,46.41%,,,,,,
1575,Illinois,IL,10,H0IL10245,,Elliot,Richardson,Richardson; Elliot,,DEM,2838,5.37%,,,,,,
1576,Illinois,IL,10,n/a,,,,,Party Votes:,DEM,52859,,,,,,,
1577,Illinois,IL,10,H0IL10344,,Author C.,Brumfield,Brumfield; Author C.,,W,,,,,1,0.00%,,
1578,Illinois,IL,10,n/a,,,,,District Votes:,,104632,,,,215232,,,
1579,Illinois,IL,,n/a,,,,,,,,,,,,,,
1580,Illinois,IL,11,H0IL11052,,Adam,Kinzinger,Kinzinger; Adam,,REP,32233,63.67%,,,129108,57.35%,,
1581,Illinois,IL,11,H0IL11094 ,,Dave,White,White; Dave,,REP,5257,10.38%,,,,,,
1582,Illinois,IL,11,H0IL11078,,David,McAloon,McAloon; David,,REP,4880,9.64%,,,,,,
1583,Illinois,IL,11,H0IL11060,,Henry W. Jr.,Meers,Meers; Henry W.; Jr.,,REP,4555,9.00%,,,,,,
1584,Illinois,IL,11,H0IL11086,,Darrel,Miller,Miller; Darrel,,REP,3701,7.31%,,,,,,
1585,Illinois,IL,11,n/a,,,,,Party Votes:,REP,50626,,,,,,,
1586,Illinois,IL,11,H8IL11113,(I),"Deborah ""Debbie""",Halvorson,"Halvorson; Deborah ""Debbie""",,DEM,29015,100.00%,,,96019,42.65%,,
1587,Illinois,IL,11,n/a,,,,,Party Votes:,DEM,29015,,,,,,,
1588,Illinois,IL,11,n/a,,,,,District Votes:,,79641,,,,225127,,,
1589,Illinois,IL,,n/a,,,,,,,,,,,,,,
1590,Illinois,IL,12,H8IL21021,(I),Jerry F.,Costello,Costello; Jerry F.,,DEM,44913,100.00%,,,121272,59.83%,,
1591,Illinois,IL,12,n/a,,,,,Party Votes:,DEM,44913,,,,,,,
1592,Illinois,IL,12,H0IL12084 ,,Teri,Newman,Newman; Teri,,REP,14995,52.60%,,,74046,36.53%,,
1593,Illinois,IL,12,H0IL12076 ,,Theresa,Kormos,Kormos; Theresa,,REP,13510,47.40%,,,,,,
1594,Illinois,IL,12,n/a,,,,,Party Votes:,REP,28505,,,,,,,
1595,Illinois,IL,12,H8IL12079,,Rodger W.,Jennings,Jennings; Rodger W.,,GRE,353,100.00%,,,7387,3.64%,,
1596,Illinois,IL,12,n/a,,,,,Party Votes:,GRE,353,,,,,,,
1597,Illinois,IL,12,n/a,,,,,District Votes:,,73771,,,,202705,,,
1598,Illinois,IL,,n/a,,,,,,,,,,,,,,
1599,Illinois,IL,13,H8IL13069,(I),Judy,Biggert,Biggert; Judy,,REP,58294,100.00%,,,152132,63.81%,,
1600,Illinois,IL,13,n/a,,,,,Party Votes:,REP,58294,,,,,,,
1601,Illinois,IL,13,H8IL13119,,Scott,Harper,Harper; Scott,,DEM,33290,100.00%,,,86281,36.19%,,
1602,Illinois,IL,13,n/a,,,,,Party Votes:,DEM,33290,,,,,,,
1603,Illinois,IL,13,n/a,,,,,District Votes:,,91584,,,,238413,,,
1604,Illinois,IL,,n/a,,,,,,,,,,,,,,
1605,Illinois,IL,14,H0IL14080,,"Randall M. ""Randy""",Hultgren,"Hultgren; Randall M. ""Randy""",,REP,34833,54.71%,,,112369,51.31%,,
1606,Illinois,IL,14,H0IL14056,,Ethan A.,Hastert,Hastert; Ethan A.,,REP,28840,45.29%,,,,,,
1607,Illinois,IL,14,n/a,,,,,Party Votes:,REP,63673,,,,,,,
1608,Illinois,IL,14,H8IL14067,(I),Bill,Foster,Foster; Bill,,DEM,25446,100.00%,,,98645,45.04%,,
1609,Illinois,IL,14,H0IL14122,,Bobby G. ,Rose,Rose; Bobby G. ,,W(DEM),1,0.00%,,,,,,
1610,Illinois,IL,14,n/a,,,,,Party Votes:,DEM,25447,,,,,,,
1611,Illinois,IL,14,H0IL14114 ,,Daniel J.,Kairis,Kairis; Daniel J.,,GRE,268,100.00%,,,7949,3.63%,,
1612,Illinois,IL,14,n/a,,,,,Party Votes:,GRE,268,,,,,,,
1613,Illinois,IL,14,H0IL14130,,Doug,Marks,Marks; Doug,,W,,,,,50,0.02%,,
1614,Illinois,IL,14,n/a,,,,,District Votes:,,89388,,,,219013,,,
1615,Illinois,IL,,n/a,,,,,,,,,,,,,,
1616,Illinois,IL,15,H0IL15053,(I),Timothy V.,Johnson,Johnson; Timothy V.,,REP,68621,100.00%,,,136915,64.32%,,
1617,Illinois,IL,15,n/a,,,,,Party Votes:,REP,68621,,,,,,,
1618,Illinois,IL,15,H4IL15055,,David,Gill,Gill; David,,DEM,21617,100.00%,,,75948,35.68%,,
1619,Illinois,IL,15,n/a,,,,,Party Votes:,DEM,21617,,,,,,,
1620,Illinois,IL,15,n/a,,,,,District Votes:,,90238,,,,212863,,,
1621,Illinois,IL,,n/a,,,,,,,,,,,,,,
1622,Illinois,IL,16,H0IL16085,(I),Donald A.,Manzullo,Manzullo; Donald A.,,REP,54060,100.00%,,,138299,65.00%,,
1623,Illinois,IL,16,n/a,,,,,Party Votes:,REP,54060,,,,,,,
1624,Illinois,IL,16,H0IL16168,,George W.,Gaulrapp,Gaulrapp; George W.,,DEM,18021,100.00%,,,66037,31.04%,,
1625,Illinois,IL,16,n/a,,,,,Party Votes:,DEM,18021,,,,,,,
1626,Illinois,IL,16,H0IL16176 ,,Terry G.,Campbell,Campbell; Terry G.,,GRE,295,100.00%,,,8425,3.96%,,
1627,Illinois,IL,16,n/a,,,,,Party Votes:,GRE,295,,,,,,,
1628,Illinois,IL,16,n/a,,,,,District Votes:,,72376,,,,212761,,,
1629,Illinois,IL,,n/a,,,,,,,,,,,,,,
1630,Illinois,IL,17,H0IL17059,,Bobby,Schilling,Schilling; Bobby,,REP,33659,100.00%,,,104583,52.58%,,
1631,Illinois,IL,17,n/a,,,,,Party Votes:,REP,33659,,,,,,,
1632,Illinois,IL,17,H6IL17155,(I),Phil,Hare,Hare; Phil,,DEM,34427,100.00%,,,85454,42.96%,,
1633,Illinois,IL,17,n/a,,,,,Party Votes:,DEM,34427,,,,,,,
1634,Illinois,IL,17,H0IL17067 ,,Roger K.,Davis,Davis; Roger K.,,GRE,219,100.00%,,,8861,4.46%,,
1635,Illinois,IL,17,n/a,,,,,Party Votes:,GRE,219,,,,,,,
1636,Illinois,IL,17,n/a,,,,,District Votes:,,68305,,,,198898,,,
1637,Illinois,IL,,n/a,,,,,,,,,,,,,,
1638,Illinois,IL,18,H8IL18043,(I),Aaron,Schock,Schock; Aaron,,REP,60653,100.00%,,,152868,69.12%,,
1639,Illinois,IL,18,n/a,,,,,Party Votes:,REP,60653,,,,,,,
1640,Illinois,IL,18,H0IL18057,,"Deirdre ""DK""",Hirner,"Hirner; Deirdre ""DK""",,DEM,13683,54.19%,,,57046,25.79%,,
1641,Illinois,IL,18,H0IL18040,,Carl,Ray,Ray; Carl,,DEM,11566,45.81%,,,,,,
1642,Illinois,IL,18,n/a,,,,,Party Votes:,DEM,25249,,,,,,,
1643,Illinois,IL,18,H8IL18084,,Sheldon,Schafer,Schafer; Sheldon,,GRE,258,100.00%,,,11256,5.09%,,
1644,Illinois,IL,18,n/a,,,,,Party Votes:,GRE,258,,,,,,,
1645,Illinois,IL,18,n/a,,,,,District Votes:,,86160,,,,221170,,,
1646,Illinois,IL,,n/a,,,,,,,,,,,,,,
1647,Illinois,IL,19,H2IL20042,(I),John M.,Shimkus,Shimkus; John M.,,REP,48680,85.34%,,,166166,71.22%,,
1648,Illinois,IL,19,H0IL19048,,Michael,Firsching,Firsching; Michael,,REP,8363,14.66%,,,,,,
1649,Illinois,IL,19,n/a,,,,,Party Votes:,REP,57043,,,,,,,
1650,Illinois,IL,19,H4IL19073,,Tim,Bagwell,Bagwell; Tim,,DEM,30999,100.00%,,,67132,28.78%,,
1651,Illinois,IL,19,n/a,,,,,Party Votes:,DEM,30999,,,,,,,
1652,Illinois,IL,19,n/a,,,,,District Votes:,,88042,,,,233298,,,
1653,Illinois,IL,H,n/a,,,,,Total State Votes:,,1529230,,,,3696159,,,
1654,Illinois,IL,,n/a,,,,,,,,,,,,,,
1655,Illinois,IL,S - FULL TERM,n/a,FULL TERM,,,,,,,,,,,,,
1656,Illinois,IL,S - FULL TERM,S0IL00261,,Mark Steven,Kirk,Kirk; Mark Steven,,REP,420373,56.63%,,,1778698,48.01%,,
1657,Illinois,IL,S - FULL TERM,S0IL00303,,Patrick J.,Hughes,Hughes; Patrick J.,,REP,142928,19.26%,,,,,,
1658,Illinois,IL,S - FULL TERM,S0IL00287,,Donald (Don),Lowery,Lowery; Donald (Don),,REP,66357,8.94%,,,,,,
1659,Illinois,IL,S - FULL TERM,S0IL00311,,Kathleen,Thomas,Thomas; Kathleen,,REP,54038,7.28%,,,,,,
1660,Illinois,IL,S - FULL TERM,S4IL00362,,Andy,Martin,Martin; Andy,,REP,37480,5.05%,,,,,,
1661,Illinois,IL,S - FULL TERM,S0IL00279,,John,Arrington,Arrington; John,,REP,21090,2.84%,,,,,,
1662,Illinois,IL,S - FULL TERM,S0IL00410,,Patricia Elaine,Beard,Beard; Patricia Elaine,,W(REP),2,0.00%,,,,,,
1663,Illinois,IL,S - FULL TERM,n/a,,,,,Party Votes:,REP,742268,,,,,,,
1664,Illinois,IL,S - FULL TERM,S0IL00204,,"Alexander ""Alexi""",Giannoulias,"Giannoulias; Alexander ""Alexi""",,DEM,352202,38.93%,,,1719478,46.42%,,
1665,Illinois,IL,S - FULL TERM,S0IL00337,,David,Hoffman,Hoffman; David,,DEM,304757,33.68%,,,,,,
1666,Illinois,IL,S - FULL TERM,S0IL00238,,Cheryle,Jackson,Jackson; Cheryle,,DEM,179682,19.86%,,,,,,
1667,Illinois,IL,S - FULL TERM,S6IL00185,,Robert,Marshall,Marshall; Robert,,DEM,51813,5.73%,,,,,,
1668,Illinois,IL,S - FULL TERM,S0IL00329,,Jacob J.,Meister,Meister; Jacob J.,,DEM,16317,1.80%,,,,,,
1669,Illinois,IL,S - FULL TERM,S0IL00402,,Christopher,Smith,Smith; Christopher,,W(DEM),2,0.00%,,,,,,
1670,Illinois,IL,S - FULL TERM,n/a,,,,,Party Votes:,DEM,904773,,,,,,,
1671,Illinois,IL,S - FULL TERM,S0IL00386,,LeAlan M.,Jones,Jones; LeAlan M.,,GRE,5161,100.00%,,,117914,3.18%,,
1672,Illinois,IL,S - FULL TERM,n/a,,,,,Party Votes:,GRE,5161,,,,,,,
1673,Illinois,IL,S - FULL TERM,S0IL00428,,Mike,Labno,Labno; Mike,,LIB,,,,,87247,2.36%,,
1674,Illinois,IL,S - FULL TERM,S0IL00212,,"Robert L. ""Bob""",Zadek,"Zadek; Robert L. ""Bob""",,W,,,,,561,0.02%,,
1675,Illinois,IL,S - FULL TERM,S0IL00378,,Will,Boyd,Boyd; Will,,W,,,,,468,0.01%,,
1676,Illinois,IL,S - FULL TERM,S0IL00352,,Corey,Dabney,Dabney; Corey,,W,,,,,33,0.00%,,
1677,Illinois,IL,S - FULL TERM,S0IL00436,,Susanne,Atanus,Atanus; Susanne,,W,,,,,19,0.00%,,
1678,Illinois,IL,S - FULL TERM,S0IL00444,,"Shon-Tiyon ""Santiago""",Horton,"Horton; Shon-Tiyon ""Santiago""",,W,,,,,16,0.00%,,
1679,Illinois,IL,S - FULL TERM,S0IL00451,,Avner,Nagar,Nagar; Avner,,W,,,,,15,0.00%,,
1680,Illinois,IL,S - FULL TERM,S0IL00196,,Stan,Jagla,Jagla; Stan,,W,,,,,12,0.00%,,
1681,Illinois,IL,S - FULL TERM,S0IL00469,,Darren,Raichart,Raichart; Darren,,W,,,,,9,0.00%,,
1682,Illinois,IL,S - FULL TERM,S0IL00477,,Lowell M.,Seida,Seida; Lowell M.,,W,,,,,3,0.00%,,
1683,Illinois,IL,S - FULL TERM,n/a,,,,,Total Full Term Votes:,,1652202,,,,3704473,,,
1684,Illinois,IL,,n/a,,,,,,,,,,,,,,
1685,Illinois,IL,S - UNEXPIRED TERM,n/a,UNEXPIRED TERM,,,,,,,,,,,,,
1686,Illinois,IL,S - UNEXPIRED TERM,S0IL00261,,Mark Steven,Kirk,Kirk; Mark Steven,,REP,,,,,1677729,47.31%,,
1687,Illinois,IL,S - UNEXPIRED TERM,S0IL00204,,"Alexander ""Alexi""",Giannoulias,"Giannoulias; Alexander ""Alexi""",,DEM,,,,,1641486,46.29%,,
1688,Illinois,IL,S - UNEXPIRED TERM,S0IL00386,,LeAlan M.,Jones,Jones; LeAlan M.,,GRE,,,,,129571,3.65%,,
1689,Illinois,IL,S - UNEXPIRED TERM,S0IL00428,,Mike,Labno,Labno; Mike,,LIB,,,,,95762,2.70%,,
1690,Illinois,IL,S - UNEXPIRED TERM,S0IL00212,,Robert,Zadek,Zadek; Robert,,W,,,,,683,0.02%,,
1691,Illinois,IL,S - UNEXPIRED TERM,S0IL00378,,Will,Boyd,Boyd; Will,,W,,,,,415,0.01%,,
1692,Illinois,IL,S - UNEXPIRED TERM,S0IL00485,,Ina,Pinkney,Pinkney; Ina,,W,,,,,297,0.01%,,
1693,Illinois,IL,S - UNEXPIRED TERM,S0IL00352,,Corey,Dabney,Dabney; Corey,,W,,,,,15,0.00%,,
1694,Illinois,IL,S - UNEXPIRED TERM,S0IL00436,,Susanne,Atanus,Atanus; Susanne,,W,,,,,12,0.00%,,
1695,Illinois,IL,S - UNEXPIRED TERM,S0IL00444,,"Shon-Tiyon ""Santiago""",Horton,"Horton; Shon-Tiyon ""Santiago""",,W,,,,,8,0.00%,,
1696,Illinois,IL,S - UNEXPIRED TERM,S0IL00196,,Stan,Jagla,Jagla; Stan,,W,,,,,5,0.00%,,
1697,Illinois,IL,S - UNEXPIRED TERM,S0IL00477,,Lowell M.,Seida,Seida; Lowell M.,,W,,,,,1,0.00%,,
1698,Illinois,IL,S - UNEXPIRED TERM,n/a,,,,,Total Unexpired Term Votes:,,,,,,3545984,,,
1699,,,,n/a,,,,,,,,,,,,,,
1700,Indiana,IN,1,H4IN01012,(I),Peter J. ,Visclosky,Visclosky; Peter J. ,,DEM,41982,100.00%,,,99387,58.56%,,
1701,Indiana,IN,1,n/a,,,,,Party Votes:,DEM,41982,,,,,,,
1702,Indiana,IN,1,H8IN01096,,Mark,Leyva,Leyva; Mark,,REP,6385,24.66%,,,65558,38.63%,,
1703,Indiana,IN,1,H0IN01085,,Peter III,Lindemulder,Lindemulder; Peter; III,,REP,5783,22.34%,,,,,,
1704,Indiana,IN,1,H0IN01093,,Eric L. ,Olson,Olson; Eric L. ,,REP,3482,13.45%,,,,,,
1705,Indiana,IN,1,H0IN01077,,Robert,Pastore,Pastore; Robert,,REP,3469,13.40%,,,,,,
1706,Indiana,IN,1,H0IN01101,,Adam A.,Dombkowski,Dombkowski; Adam A.,,REP,3320,12.82%,,,,,,
1707,Indiana,IN,1,H6IN01173,,Ric ,Holtz,Holtz; Ric ,,REP,1505,5.81%,,,,,,
1708,Indiana,IN,1,H6IN01157,,Jayson,Reeves,Reeves; Jayson,,REP,1194,4.61%,,,,,,
1709,Indiana,IN,1,H6IN01124,,Michael,Petyo,Petyo; Michael,,REP,754,2.91%,,,,,,
1710,Indiana,IN,1,n/a,,,,,Party Votes:,REP,25892,,,,,,,
1711,Indiana,IN,1,H0IN01119 ,,Jon ,Morris,Morris; Jon ,,LIB,*,,,,4762,2.81%,,
1712,Indiana,IN,1,n/a,,,,,District Votes:,,67874,,,,169707,,,
1713,Indiana,IN,,n/a,,,,,,,,,,,,,,
1714,Indiana,IN,2,H4IN02101,(I),Joe,Donnelly,Donnelly; Joe,,DEM,26659,100.00%,,,91341,48.18%,,
1715,Indiana,IN,2,n/a,,,,,Party Votes:,DEM,26659,,,,,,,
1716,Indiana,IN,2,H0IN02190,,Jackie  ,Walorski,Walorski; Jackie  ,,REP,29118,60.83%,,,88803,46.84%,,
1717,Indiana,IN,2,H0IN02208,,Jack Edward,Jordan,Jordan; Jack Edward,,REP,13576,28.36%,,,,,,
1718,Indiana,IN,2,H0IN02224 ,,Martin A.,Dolan,Dolan; Martin A.,,REP,3762,7.86%,,,,,,
1719,Indiana,IN,2,H4IN02119,,Tony Hvfvgpd,Zirkle,Zirkle; Tony Hvfvgpd,,REP,1415,2.96%,,,,,,
1720,Indiana,IN,2,n/a,,,,,Party Votes:,REP,47871,,,,,,,
1721,Indiana,IN,2,H8IN02136,,Mark ,Vogel,Vogel; Mark ,,LIB,*,,,,9447,4.98%,,
1722,Indiana,IN,2,n/a,,,,,District Votes:,,74530,,,,189591,,,
1723,Indiana,IN,,n/a,,,,,,,,,,,,,,
1724,Indiana,IN,3,H0IN03198,,Marlin A. ,Stutzman,Stutzman; Marlin A. #,,REP,#,,,,116140,62.76%,,
1725,Indiana,IN,3,H4IN04099,(I),Mark Edward,Souder,Souder; Mark Edward #,,REP,38441,47.76%,,,,,,
1726,Indiana,IN,3,H0IN03164,,Bob,Thomas,Thomas; Bob,,REP,27068,33.63%,,,,,,
1727,Indiana,IN,3,H0IN03149,,Phillip J. (Phil),Troyer,Troyer; Phillip J. (Phil),,REP,12851,15.97%,,,,,,
1728,Indiana,IN,3,H0IN03156,,Gregory (Greg),Dickman,Dickman; Gregory (Greg),,REP,2127,2.64%,,,,,,
1729,Indiana,IN,3,n/a,,,,,Party Votes:,REP,80487,,,,,,,
1730,Indiana,IN,3,H6IN03161,,Thomas,Hayhurst,Hayhurst; Thomas,,DEM,8759,79.84%,,,61267,33.11%,,
1731,Indiana,IN,3,H0IN02232,,Thomas Allen,Schrader,Schrader; Thomas Allen,,DEM,2212,20.16%,,,,,,
1732,Indiana,IN,3,n/a,,,,,Party Votes:,DEM,10971,,,,,,,
1733,Indiana,IN,3,H8IN03068,,Scott ,Wise,Wise; Scott ,,LIB,*,,,,7631,4.12%,,
1734,Indiana,IN,3,H0IN03206 ,,Tom,Metzger,Metzger; Tom,,W,,,,,10,0.01%,,
1735,Indiana,IN,3,H0IN03214,,Wes,Stephens,Stephens; Wes,,W,,,,,1,0.00%,,
1736,Indiana,IN,3,n/a,,,,,District Votes:,,91458,,,,185049,,,
1737,Indiana,IN,3,n/a,,,,,,,,,,,,,,
1738,Indiana,IN,03 - UNEXPIRED TERM,n/a,UNEXPIRED TERM,,,,,,,,,,,,,
1739,Indiana,IN,03 - UNEXPIRED TERM,H0IN03198,,Marlin A.,Stutzman,Stutzman; Marlin A.,,REP,**,,,,115415,62.65%,,
1740,Indiana,IN,03 - UNEXPIRED TERM,H6IN03161,,Thomas,Hayhurst,Hayhurst; Thomas,,DEM,**,,,,60880,33.05%,,
1741,Indiana,IN,03 - UNEXPIRED TERM,H8IN03068,,Scott,Wise,Wise; Scott,,LIB,,,,,7914,4.30%,,
1742,Indiana,IN,03 - UNEXPIRED TERM,n/a,,,,,District Votes:,,,,,,184209,,,
1743,Indiana,IN,,n/a,,,,,,,,,,,,,,
1744,Indiana,IN,4,H0IN04170,,Todd,Rokita,Rokita; Todd,,REP,36411,42.36%,,,138732,68.57%,,
1745,Indiana,IN,4,H0IN04204,,Brandt,Hershman,Hershman; Brandt,,REP,14712,17.12%,,,,,,
